Run,Assay Type,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,SRA Study,strain,subject_id
SRR6159159,AMPLICON,302,40999822,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",24891412,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270740,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M64,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159160,AMPLICON,302,22389374,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",13569769,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270739,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M63,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159161,AMPLICON,302,21433544,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",13091491,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270738,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M66,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159162,AMPLICON,302,14814610,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",8631326,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270737,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M65,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159163,AMPLICON,302,23301112,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",14156432,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270736,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M68,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159164,AMPLICON,302,25326928,Thomas F. Gajewski,PRJNA399742,SAMN07774976,"Microbe\, viral or environmental",15250386,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270735,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M67,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_B,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P06_mouse
SRR6159165,AMPLICON,302,35395306,Thomas F. Gajewski,PRJNA399742,SAMN07774979,"Microbe\, viral or environmental",21615762,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270734,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M85,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_E,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P09_mouse
SRR6159166,AMPLICON,302,26524056,Thomas F. Gajewski,PRJNA399742,SAMN07774979,"Microbe\, viral or environmental",16243277,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270733,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M86,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_E,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P09_mouse
SRR6159167,AMPLICON,302,22951396,Thomas F. Gajewski,PRJNA399742,SAMN07774979,"Microbe\, viral or environmental",14022145,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270732,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M79,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_E,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P09_mouse
SRR6159168,AMPLICON,302,18026380,Thomas F. Gajewski,PRJNA399742,SAMN07774979,"Microbe\, viral or environmental",10742408,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270731,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M80,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_E,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P09_mouse
SRR6159169,AMPLICON,302,22506852,Thomas F. Gajewski,PRJNA399742,SAMN07774979,"Microbe\, viral or environmental",13665016,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270730,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M77,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_E,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P09_mouse
SRR6159170,AMPLICON,302,22579936,Thomas F. Gajewski,PRJNA399742,SAMN07774979,"Microbe\, viral or environmental",13636908,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270729,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M78,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_E,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P09_mouse
SRR6159171,AMPLICON,302,31542692,Thomas F. Gajewski,PRJNA399742,SAMN07774979,"Microbe\, viral or environmental",18895675,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270728,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M83,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_E,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P09_mouse
SRR6159172,AMPLICON,302,23261550,Thomas F. Gajewski,PRJNA399742,SAMN07774979,"Microbe\, viral or environmental",13890549,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270727,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M84,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_E,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P09_mouse
SRR6159173,AMPLICON,302,20528148,Thomas F. Gajewski,PRJNA399742,SAMN07774979,"Microbe\, viral or environmental",12555265,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270726,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M81,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_E,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P09_mouse
SRR6159174,AMPLICON,302,30416836,Thomas F. Gajewski,PRJNA399742,SAMN07774979,"Microbe\, viral or environmental",18461023,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270725,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M82,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_E,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P09_mouse
SRR6159175,AMPLICON,302,17576400,Thomas F. Gajewski,PRJNA399742,SAMN07774980,"Microbe\, viral or environmental",10694163,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270815,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M94,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_F,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P11_mouse
SRR6159176,AMPLICON,302,29457684,Thomas F. Gajewski,PRJNA399742,SAMN07774980,"Microbe\, viral or environmental",17778309,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270814,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M93,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_F,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P11_mouse
SRR6159177,AMPLICON,302,22765062,Thomas F. Gajewski,PRJNA399742,SAMN07774980,"Microbe\, viral or environmental",13836827,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270813,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M92,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_F,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P11_mouse
SRR6159178,AMPLICON,302,23898166,Thomas F. Gajewski,PRJNA399742,SAMN07774980,"Microbe\, viral or environmental",14713870,UNIVERSITY OF CHICAGO,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3270812,USA,North America,USA,Mus musculus,Illumina MiSeq,not applicable,feces,SAM16S_mouse_M91,PAIRED,PCR,METAGENOMIC,metagenomes,ILLUMINA,2017-10-11T00:00:00Z,SAM_mouse_F,"stool-isolated microbes\, uncultured",SRP116709,not applicable,P11_mouse
